<---------------------------------------------------->
Verbosity is set to Low
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/3D/3D Road pack (300 models)/Preview.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/3D/3D Road pack (300 models)/Sample.png Meta data file exists
Critical: Asset type is invalid
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/laserBeige1.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/laserBeige2.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/laserBeige3.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/laserBeige_burst.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/laserBeige_groundBurst.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/laserBlue1.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/laserBlue2.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/laserBlue3.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/laserBlue_burst.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/laserBlue_groundBurst.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/laserGreen1.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/laserGreen2.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/laserGreen3.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/laserGreen_burst.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/laserGreen_groundBurst.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/laserPink1.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/laserPink2.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/laserPink3.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/laserPink_burst.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/laserPink_groundBurst.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/laserYellow1.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/laserYellow2.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/laserYellow3.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/laserYellow_burst.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/laserYellow_groundBurst.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/shipBeige.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/shipBeige_damage1.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/shipBeige_damage2.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/shipBeige_manned.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/shipBlue.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/shipBlue_damage1.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/shipBlue_damage2.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/shipBlue_manned.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/shipGreen.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/shipGreen_damage1.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/shipGreen_damage2.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/shipGreen_manned.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/shipPink.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/shipPink_damage.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/shipPink_damage1.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/shipPink_manned.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/shipYellow.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/shipYellow_damage1.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/shipYellow_damage2.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/PNG/shipYellow_manned.png Meta data file exists
Critical: Asset type is invalid
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/Preview.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/Spritesheets/spritesheet_lasers.png Meta data file exists
Critical: Asset type is invalid
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Alien Spaceships pack (45 assets)/Spritesheets/spritesheet_spaceships.png Meta data file exists
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Critical: Asset type is invalid
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round/elephant.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round/giraffe.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round/hippo.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round/monkey.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round/panda.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round/parrot.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round/penguin.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round/rabbit.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round/snake.png Meta data file exists
Critical: Asset type is invalid
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round (outline)/elephant.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round (outline)/giraffe.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round (outline)/hippo.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round (outline)/monkey.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round (outline)/panda.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round (outline)/parrot.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round (outline)/penguin.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round (outline)/rabbit.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round (outline)/snake.png Meta data file exists
Critical: Asset type is invalid
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round without details/elephant.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round without details/giraffe.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round without details/hippo.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round without details/monkey.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round without details/panda.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round without details/parrot.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round without details/penguin.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round without details/rabbit.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round without details/snake.png Meta data file exists
Critical: Asset type is invalid
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round without details (outline)/giraffe.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round without details (outline)/monkey.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round without details (outline)/panda.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round without details (outline)/parrot.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round without details (outline)/penguin.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round without details (outline)/rabbit.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round without details (outline)/slice08_08.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round without details (outline)/slice09_09.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round without details (outline)/slice10_10.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Round without details (outline)/snake.png Meta data file exists
Critical: Asset type is invalid
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square/elephant.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square/giraffe.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square/hippo.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square/monkey.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square/panda.png Meta data file exists
Low: C:/Users/jason/Desktop/GameFramework/GameFrameworkRepo/RomanEmpireGameJam/RomanEmpireGameJam/RomanEmpireGameJam/Asset/Kenney Game Assets (version 40)/Art/Animal pack (80 assets)/PNG/Square/parrot.png Meta data file exists
